archivo,title,description,summary,activity_code
"a-punto-o-sin-punto.md","A Punto o Sin Punto","Los participantes aprenden a distinguir entre fuentes de contaminación puntuales y no puntuales a través de un juego interactivo.","Juego para identificar fuentes de contaminación.","agua-C36"
"contenedores-de-reciclaje.md","Contenedores de reciclaje","Asegura contenedores separados para reciclaje en casa y escuela.","Separación de residuos.","sacc-C24"
"investigacion-microplasticos.md","Investigación de microplásticos","Investiga qué productos cotidianos contienen microplásticos y aprende a evitarlos.","Descubre los microplásticos ocultos en tu hogar.","plastics-B06"
"responsabilidad-corporativa.md","Responsabilidad Corporativa","Los participantes reflexionan sobre el papel de las empresas en la protección del agua y escriben una carta a un negocio local para solicitar su apoyo en una iniciativa relacionada con el agua.","Escribe a una empresa para apoyar el agua.","agua-E48"
"medios-de-comunicacion-marinos.md","Medios de Comunicación Marinos","Crea un video, historia fotográfica, obra de teatro o podcast sobre cómo los humanos afectan al océano local.","Creación de contenido sobre impactos humanos en el océano.","oceano-D02"
"ciclo-agua-uso-agua.md","El Ciclo del Agua y el Uso del Agua","Los participantes crean una historia creativa sobre el viaje de una gota de agua a través del ciclo del agua, mostrando cómo se mueve entre diferentes estados y lugares.","Crea la historia de una gota de agua.","agua-B45"
"hambre-en-el-hogar.md","Hambre en el Hogar","Investiga cómo el hambre afecta a las personas en tu región o país. Elabora un reporte o póster sobre tus hallazgos.","Investigación sobre el hambre en tu comunidad.","hambre-A11"
"redescubre-alimentos-olvidados.md","Redescubre Alimentos Olvidados","Descubre alimentos tradicionales que tus abuelos comían y que hoy están olvidados.","Redescubrimiento de alimentos tradicionales.","nutricion-D19"
"clasificacion-de-carbono.md","Clasificación de carbono","Investigación sobre las emisiones de CO2 por país y per cápita para entender la distribución global de emisiones.","Investigar emisiones de CO2 por país.","cambioclimatico-B14"
"los-bosques-y-el-fuego.md","Los Bosques y el Fuego","Aprende cómo construir y disfrutar de una fogata al aire libre de manera segura. Investiga sobre diferentes tipos de madera y prevención de incendios.","Aprendizaje seguro sobre fogatas y prevención de incendios forestales.","bosques-C02"
"para-que-nos-alcanza.md","¿Para qué nos alcanza?","Los participantes simulan la compra de alimentos para una familia con el valor de una canasta básica alimentaria, reflexionando sobre la pobreza y la inseguridad alimentaria.","Simula la compra de alimentos con recursos limitados.","mundomejor-E06"
"regular-uso-plasticos.md","Regular el uso de plásticos","Los jóvenes simulan un proceso parlamentario para redactar y debatir normas sobre el uso y eliminación de plásticos en su escuela o comunidad, comprendiendo la importancia de las leyes y la participación ciudadana.","Redacta normas para reducir el plástico en tu escuela.","plastics-P20"
"habitats-marinos.md","Hábitats Marinos","Investiga un hábitat marino diferente a tu playa local y presenta tus hallazgos.","Investigación sobre hábitats marinos.","oceano-B10"
"temperaturas-en-alza-mares-en-alza.md","Temperaturas en Alza, Mares en Alza","Experimento para entender cómo el derretimiento del hielo marino y de los glaciares afecta el nivel del mar.","Experimento sobre el aumento del nivel del mar.","oceano-D03"
"explora-un-estanque.md","Explora un estanque","Los participantes exploran un ecosistema acuático en un estanque, observando y recolectando pequeños organismos para aprender sobre la vida en el agua.","Descubre la vida en un estanque.","agua-A46"
"menos-basura.md","¡Menos Basura!","Identifica la basura en tu ciudad y organiza una recolección.","Recolección de basura.","suelos-D04"
"juego-de-adivinanza.md","Juego de Adivinanza","Adivina qué servicios ecosistémicos provee cada tipo de suelo.","Juego sobre servicios del suelo.","suelos-B11"
"prueba-boscosa.md","Prueba Boscosa","Descarga la aplicación de la FAO Forestal o inventa tu propio juego sobre los bosques. Juégalo con tu grupo.","Juego interactivo sobre bosques.","bosques-A18"
"estudia-una-amenaza.md","Estudia una Amenaza","Investiga un tipo de amenaza natural y aprende todo sobre ella: causas, frecuencia, daños y cómo las personas se preparan.","Investigación sobre amenazas naturales.","rrd-A01"
"nuestro-agua-tambien-enfermarse.md","Nuestro Agua También Puede Enfermarse","Los participantes aprenden sobre las enfermedades transmitidas por el agua a través de un juego de búsqueda de palabras y una reflexión sobre el acceso al agua potable.","Aprende sobre enfermedades transmitidas por el agua.","agua-C39"
"barcos-y-marineros.md","Barcos y Marineros","Construye un barco que flote y que no se voltee, y compite para ver quién carga más peso.","Construcción de barcos flotantes.","oceano-C06"
"en-la-cima-del-mundo.md","En la Cima del Mundo","Haz una caminata por el dosel del bosque y observa desde las copas de los árboles. Dibuja, pinta o fotografía tu vista favorita.","Exploración del dosel forestal y creación artística.","bosques-A14"
"reportaje-sobre-el-carbono.md","","","",""
"lista-verificacion-huella-ecologica.md","Lista de verificación de la huella ecológica","Los participantes calculan su huella de carbono y reflexionan sobre cómo reducir su impacto personal en el medio ambiente.","Calcula y reduce tu huella de carbono.","cfn-A01"
"en-movimiento.md","En Movimiento","Investiga un animal del bosque de tu área y dónde vive en diferentes épocas del año. Crea un calendario anual.","Calendario anual de los movimientos de un animal del bosque.","bosques-A20"
"suelos-calidos.md","Suelos cálidos","Experimento para descubrir cómo diferentes tipos de suelo y agua absorben y retienen el calor de manera diferente.","Experimento sobre absorción de calor en suelos.","cambioclimatico-A13"
"dramatizacion-sobre-el-sistema-alimentario.md","Dramatización sobre el Sistema Alimentario","Asigna roles de personas en el sistema alimentario y dramatiza situaciones donde se ven afectadas por diferentes desafíos.","Dramatización sobre el sistema alimentario.","hambre-B06"
"mision-reciclaje.md","Misión reciclaje","Aprende sobre cómo reciclar diferentes tipos de plásticos y crea un sistema de reciclaje en casa y en la escuela.","Conviértete en un experto en reciclaje de plásticos.","plastics-B02"
"el-precio-del-agua.md","El Precio del Agua","Debate sobre si el agua debería ser gratis o si las personas deberían pagar por ella.","Debate sobre el precio del agua.","agua-D10"
"aguas-sucias.md","Aguas Sucias","Investiga accidentes graves relacionados con el agua en tu área o país.","Estudio de caso de accidentes relacionados con el agua.","agua-C03"
"campana-por-el-oceano.md","Campaña por el Océano","Organiza una campaña de concienciación sobre un problema del océano en tu comunidad.","Campaña de concienciación sobre el océano.","oceano-E02"
"especies-en-movimiento.md","Especies en movimiento","Reflexión sobre cómo el cambio climático obliga a las especies a trasladarse hacia altitudes o latitudes más frías.","Reflexionar sobre especies desplazadas por el clima.","biodiversidad-A16"
"riesgo-calculado.md","Riesgo Calculado","Investiga la fórmula para calcular el riesgo de desastre y aplícala a casos de estudio.","Fórmula de cálculo de riesgo de desastres.","rrd-B08"
"cuatro-esquinas.md","Cuatro Esquinas","Los participantes comparten opiniones sobre producción sostenible moviéndose a una de cuatro esquinas según su respuesta a preguntas.","Comparte tu opinión moviéndote.","cfn-A08"
"calefaccion-y-aire-acondicionado.md","Calefacción y aire acondicionado","Usa menos calefacción y aire acondicionado en tu hogar.","Reducción de calefacción y aire acondicionado.","sacc-A04"
"villanos-del-agua.md","¡Villanos del Agua!","Los participantes aprenden sobre las diferentes causas de la contaminación del agua a través de la creación y presentación de divertidos 'villanos' que representan cada tipo de contaminante.","Crea villanos que contaminan el agua.","agua-C38"
"manualidades-con-plastico.md","Manualidades con plástico reciclado","Organiza una feria de manualidades en tu escuela donde crees nuevos productos a partir de artículos plásticos que normalmente tirarías.","Transforma plástico en arte y objetos útiles.","plastics-C04"
"notas-recordatorias-apagame.md","Notas recordatorias Apágame","Diseña notas para ahorrar energía y agua en casa y escuela.","Notas recordatorias de ahorro.","sacc-C09"
"derecho-a-la-alimentacion.md","Derecho a la alimentación","Aprende sobre el derecho humano a la alimentación.","Derecho humano a la alimentación.","sacc-B18"
"rutas-seguras-para-bicicletas.md","Rutas seguras para bicicletas","Empieza una campaña para la creación de carriles para bicicletas en tu vecindario.","Campaña de ciclovías seguras.","sacc-C22"
"canta-con-el-bosque.md","Canta con el Bosque","Crea y presenta una canción sobre un bosque. Recolecta elementos del bosque para hacer instrumentos musicales.","Creación musical inspirada en el bosque.","bosques-C09"
"desfile-de-modas.md","Desfile de modas","Creación de ropa o joyas inspiradas en la biodiversidad y presentación de un desfile de modas.","Crear moda inspirada en biodiversidad.","biodiversidad-D18"
"coser-y-remendar-ropa.md","Coser y remendar ropa","Aprende a coser, remendar y adaptar la ropa.","Aprendizaje de costura y remiendo.","sacc-A32"
"redes.md","Redes","Crea una red de jóvenes para luchar contra la malnutrición e intercambiar ideas.","Red juvenil contra la malnutrición.","nutricion-E15"
"elige-un-pais.md","Elige un país","Investiga los alimentos que produce y consume un país de tu elección.","Investigación alimentaria de un país.","sacc-C06"
"almuerzo-libre-de-basura.md","Almuerzo libre de basura","Lleva un almuerzo sin generar basura a la escuela.","Almuerzo sin residuos.","sacc-B04"
"del-campo-a-tu-plato.md","Del Campo a tu Plato","Investiga el ciclo de vida de un alimento desde su producción hasta tu plato, evaluando su impacto ambiental.","Investigación del ciclo de vida de alimentos.","nutricion-D17"
"diversion-con-peliculas.md","Diversión con películas","Actividad obligatoria para ver un documental sobre cambio climático y discutir sus mensajes e implicaciones.","Ver y discutir un documental sobre cambio climático.","cambioclimatico-B02"
"see-los-enlaces.md","S.E.E los enlaces","Los participantes exploran los vínculos entre Sociedad, Medio Ambiente y Economía (S.E.E.) lanzando dados y creando historias sobre la función de cada ecosistema.","Conecta sociedad, medio ambiente y economía.","cfn-B09"
"salva-a-los-animales.md","Salva a los animales","Investigación sobre animales afectados por el cambio climático y cómo podemos ayudarlos.","Investigar animales afectados por el cambio climático.","cambioclimatico-C07"
"experimento-energia-quimica.md","Experimento de energía química","Experimento con bicarbonato y vinagre para ver la energía potencial convertirse en cinética: ¡burbujas de CO₂ en acción!","Crea una reacción química y observa la energía.","energia-C08"
